Name,Address,PhoneNumber,BreweryType,Website
Meddlesome Brewing Company,"7750 Trinity Rd Ste 114Cordova, TN 38018-2736",(618) 521-8036,Micro,http://www.meddlesomebrewing.com
Medusa Brewing Company,"111 Main StHudson, MA 01749-2210",(508) 395-0122,Taproom,http://www.medusabrewing.com
Megaton Brewery,"808 Russell Palmer RdKingwood, TX 77339",(281) 973-9043,Taproom,http://www.megatonbeer.com
Mel's Micro,"21733 US Hwy 14Richland Center, WI 53581",,Brewpub,http://www.melsmicro.com
Mellow Mink Brewing,"4830 Carlisle PikeMechanicsburg, PA 17050",(717) 693-7687,Taproom,http://www.mellowmink.com
Melms Brewing Co,"418 Merton AveHartland, WI 53029-1524",(262) 993-2566,Proprietor,http://www.melmsbrewery.com
Melvin Brewing,"110 Hilltop Village Center DrEureka, MO 63025",,Brewpub,
Melvin Brewing,"624 County Road 101Alpine, WY 83128-0314",(307) 654-0426,Regional,http://www.melvinbrewing.com
Melvin Brewing Co (Thai Me Up),"75 E Pearl AveJackson, WY 83001-8658",(307) 733-0005,Micro,
Memphis Made Brewing Company,"768 S Cooper StMemphis, TN 38104-5406",(901) 207-5343,Micro,http://www.memphismadebrewing.com
Menace Brewing Co,"2529 Meridian St Bellingham, WA 98225",(360) 927-9729,Taproom,http://www.menace-industries.com
Meriwether Springs Vineyard and Brewery,"1040 Owensville RdCharlottesville, VA 22901-9517",(434) 244-5086,Brewpub,http://www.meriwethersprings.com
Merrimac Brewing Company,"12 Maple StWest Newbury, MA 01985",(617) 839-1774,Micro,
Merrimack Ales,"92 Bolt StLowell, MA 01852-5316",(978) 701-7225,Micro,http://www.merrimackales.com
Metal Monkey Brewing LLC,"515 Anderson Dr Ste 900Romeoville, IL 60446-1494",(815) 524-3139,Micro,http://www.metalmonkeybrewing.com
Metazoa Brewing Co.,"140 S College AveIndianapolis, IN 46202-4004",(317) 508-2274,Micro,http://www.metazoa.beer
Metier Brewing Company,"14125 NE 189th StWoodinville, WA 98072-6831",(425) 415-8466,Taproom,http://www.metierbrewing.com
Metric Brewing Company,"1213 N Circle DrColorado Springs, CO 80909-3136",(719) 418-5560,Taproom,
Metropolitan Brewing,"3057 N Rockwell StChicago, IL 60618-7917",(773) 474-6489,Taproom,http://www.metrobrewing.com
Mexitaly Brick Oven Brewhouse,"2440 E Market StYork, PA 17402-2409",(717) 600-8226,Brewpub,http://www.mexitaly.com
Mia and Pias Pizzeria/Brewhouse,"13788 Matney RoadKlamath Falls, OR 97603",(541) 884-4880,Brewpub,
Miami Brewing Co,"30205 SW 217th AveHomestead, FL 33030-7601",(305) 242-1224,Brewpub,http://www.miamibrewing.org
Miami Creek Brewing Company,"14226 NW County Road 14001Drexel, MO 64742-9733",(816) 892-0297,Taproom,http://www.miamicreek.com
Mica Town Brewing,"25 Brown DrMarion, NC 28752-4294",(828) 559-8300,Taproom,http://www.micatownbrewing.com
Michigan Brewing Works,"3435 Dietz RdWilliamston, MI 48895-9506",(517) 655-7777,Taproom,http://www.michiganbrewing.com
MickDuff's Brewing Co,"220 Cedar StSandpoint, ID 83864-1411",(208) 209-6700,Taproom,http://www.mickduffs.com
Mickey Finns Brewery,"345 N Milwaukee AveLibertyville, IL 60048-2237",(847) 362-6688,Brewpub,http://www.mickeyfinnsbrewery.com
Middle Ages Brewing Co Ltd,"120 Wilkinson St Ste 3Syracuse, NY 13204-2490",(315) 476-4250,Micro,http://www.middleagesbrewing.com
Middle Brow Beer Company,"2840 W Armitage AveChicago, IL 60647",(708) 846-5511,Micro,http://www.middlebrowbeer.com
Middle James Brewing Company,"400 N Polk StPineville, NC 28134",(704) 560-8046,Brewpub,http://www.middlejamesbrewing.com
MiddleCoast Brewing Company,"331 E State StTraverse City, MI 49684",(231) 943-2739,Taproom,http://www.monkeyfistbrewingco.com
Middleton Brewing  Co,"607 SE Everett Mall Way Ste 27AEverett, WA 98208-3264",(425) 280-9178,Brewpub,http://www.middletonbrewing.net
Middleton Brewing (MBTX),"101 Oakwood LoopSan Marcos, TX 78666-1762",(512) 847-3435,Taproom,http://www.mbtx.com
Midland Brewing Co,"5011 N. Saginaw RoadMidland, MI 48641",(989) 259-7210,Brewpub,http://www.midlandbrewing.com
Midnight Brewery,"2410 Granite Ridge Rd Ste BRockville, VA 23146-2234",(804) 356-9379,Micro,http://www.midnight-brewery.com
Midnight Oil Brewing,"674 Pencader DrNewark, DE 19702",(302) 286-7641,Taproom,
Midnight Run Brewing,"912 N East StFrederick, MD 21701",(240) 651-1424,Taproom,http://www.midnightrunbrewing.com
Midnight Sun Brewing Co,"8111 Dimond Hook DrAnchorage, AK 99507-3144",(907) 344-1179,Micro,http://www.midnightsunbrewing.com
Midnite Mine Brewpub,"308 Wendell AveFairbanks, AK 99701-4838",(907) 378-4067,Taproom,
Midwest Ale Works,"537 12th AveEast Moline, IL 61244",(309) 230-4684,Taproom,http://www.maw.beer
Midwest Coast Brewing Company,"2137 W Walnut StChicago, IL 60612",(408) 605-1508,Taproom,
Miel Brewery & Taproom,"405 6th StNew Orleans, LA 70115",(504) 372-4260,Taproom,http://www.mielbrewery.com
Mighty Mo Brew Co,"412 Central AveGreat Falls, MT 59401-3116",(406) 952-0342,Brewpub,http://www.mightymobrewing.com
Mighty River Brewing Company,"6383 Fairgrounds Ave Unit 200Windsor, CO 80550",(970) 222-9508,Taproom,http://www.mightyriverbrewing.com
Mighty Squirrel,"411 Waverley Oaks Waltham, MA 02452",(760) 212-0802,Micro,http://www.mightysquirrel.com
Migration Brewing Co,"18188 NE Wilkes RdPortland, OR 97230-6907",,Micro,
Migration Brewing Co,"2828 NE Glisan StPortland, OR 97232",(503) 206-5221,Brewpub,http://www.migrationbrewing.com
Mike Hess Brewing,"3812 Grim AveSan Diego, CA 92104-3602",(619) 255-7136,Micro,
Mikerphone Brewing,"121 Garlisch DrElk Grove Village, IL 60007-1322",(847) 264-8904,Micro,http://www.mikerphonebrewing.com
Mikkeller Brewing NYC,"12001 Roosevelt AveFlushing, NY 11368-1653",(718) 766-2717,Brewpub,http://mikkellernyc.com
Mikkeller Brewing San Diego,"9366 Cabot DrSan Diego, CA 92126-4311",(858) 381-3500,Micro,
Mile Post 111 Brewing,"407 Aplets WayCashmere, WA 98815",(509) 888-0222,Brewpub,http://milepost111@icloud.com
Mile Wide Beer Co.,"636 Barret AveLouisville, KY 40204-1142",(502) 409-8139,Taproom,http://www.milewidebeer.com
Milford Point Brewing Company,"230 Woodmont Rd Ste 29BMilford, CT 06460",(203) 701-9077,Micro,
Milk Room Brewing Company,"80 Hillside RdRUTLAND, MA 01543",(508) 886-6616,Taproom,http://www.milkroombrewing.com
Milkhouse Brewery at Stillpoint Farm,"8253 Dollyhyde RdMount Airy, MD 21771-9404",(240) 401-1517,Taproom,http://www.milkhousebrewery.com
Mill City Brew Werks,"339 NE Cedar StCamas, WA 98607-2142",(360) 210-4761,Brewpub,http://www.mcbwbeer.com
Mill Creek Brewing Co.,"2008B Johnson Industrial BlvdNolensville, AA 37135-9773",(615) 776-3377,Micro,http://www.millcreekbrewingco.com
Mill House Brewing Company,"289 Mill StPoughkeepsie, NY 12601-3111",(845) 234-5573,Brewpub,http://www.millhousebrewing.com
Mill House Brewing Company - Production,"Poughkeepsie, NY 12601",(845) 234-5573,Micro,
Mill River Brewing BBQ & Smokehouse,"10 Beauregard DrSaint Albans City, VT 05478",(802) 582-4182,Brewpub,http://www.millriverbrewing.com
Mill Valley Beer Works,"173 Throckmorton AveMill Valley, CA 94941-1909",,Brewpub,http://www.millvalleybeerworks.com
Mill Whistle Brewing,"1354 Lennoxville RdBeaufort, NC 28616",,Taproom,
Millennial Brewing Company,"1811 Royal Palm AveFort Myers, FL 33901-3023",(239) 271-2255,Taproom,http://www.millennialbrewing.com
Millersburg Brewing Company,"60 E Jackson StMillersburg, OH 44654-1257",(330) 674-4728,Taproom,http://www.millersburgbrewing.com
Millpond Brewing and Incubator,"308 E. Washington StreetMillstadt, IL 62260",(618) 971-5434,Taproom,http://www.millpondbrewing.com
Mills River Brewing Co,"336 Banner Farm RoadShannock, RI 28759",(828) 585-2396,Brewpub,http://www.millsriverbrewery.net
Millstone Pizza Company and Brewery,"1057 Sheridan AveCody, WY 82414",(307) 586-4131,Brewpub,http://www.millstonepizzacompany.com
Millstream Brewing Co,"835 48th AveAmana, IA 52203-8122",(319) 622-3672,Brewpub,http://www.millstreambrewing.com
Millwood Brewing Company,"9013 E Frederick AveSpokane, WA 99212-2108",(509) 368-9538,Taproom,http://www.millwoodbrewery.com
Millyard Brewery,"25 E Otterson StNashua, NH 03060-3941",(603) 505-5079,Taproom,http://www.millyardbrewery.com
Milner's Gate,"205 Shoshone St ETwin Falls, ID 83301",(208) 293-8250,Brewpub,http://www.milnersgate.com
Milton's Brewing,"213 W Mermod StCarlsbad, NM 88220-5729",(575) 689-1026,Taproom,http://www.miltonsbrewing.com
Milwaukee Ale House,"233 N Water StMilwaukee, WI 53202",(414) 276-2337,Brewpub,
Milwaukee Brewing Co - Production Facility,"1128 N 9th StMilwaukee, WI 53233",,Micro,http://www.ale-house.com
Milwaukee Brewing Company,"1128 N 9th StMilwaukee, WI 53233",(414) 226-2337,Micro,http://www.mkebrewing.com
Mind Over Mash Brewing Company,"486 Southpoint Cir Ste 106Brownsburg, IN 46112",(317) 445-9565,Taproom,http://www.mindovermashbeer.com
Mindful Brewing Company,"3759 Library RdCastle Shannon, PA 15234-2232",(412) 668-3857,Brewpub,http://Www.mindfulbrewing.com
Miner Brewing Co,"23845 Highway 385Hill City, SD 57745-6517",(605) 574-2886,Brewpub,http://www.minerbrewing.com
Minglewood Brewery,"121 Broadway StCape Girardeau, MO 63701-7326",(573) 803-0524,Brewpub,http://www.minglewoodbrewery.com
Minhas Craft Brewery,"1208 14th AveMonroe, WI 53566-2055",(608) 328-9120,Regional,http://www.minhasbrewery.com
Ministry of Brewing,"1900 E Lombard StBaltimore, MD 21231",(410) 624-5623,Taproom,http://www.ministryofbrewing.com
Minneapolis Town Hall Brewery,"1430 Washington Ave SMinneapolis, MN 55454-1038",(612) 339-8696,Brewpub,http://www.townhallbrewery.com
Minocqua Brewing Co,"238 Lake Shore DrMinocqua, WI 54548-0081",(715) 356-2600,Brewpub,http://minocquabrewingcompany.com
Mirage Beer Co.,"4109 N 37th StTacoma, WA 98407-5610",(253) 225-6654,Proprietor,http://miragebeer.com
Mirror Image Brewing Co. ,"5969 Iris PkwyFrederick, CO 80530",(720) 445-5969,Brewpub,http://www.mirrorimagebrewco.com
Mirror Twin Brewing,"725 National AveLexington, KY 40502-1431",(859) 447-8146,Brewpub,http://www.mirrortwinbrewing.com
Miscreation Brewing Company,"6 Center SqHanover, PA 17331-3001",(717) 698-3666,Brewpub,http://www.miscreationbrewing.com
Mishigama Craft Brewing / Ypsi Alehouse,"124 Pearl St Ste 100Ypsilanti, MI 48197-5374",(734) 487-1555,Taproom,http://www.ypsialehouse.com
Miskatonic Brewing Company,"1000 N Frontage Rd Ste CDarien, IL 60561-6448",(630) 541-9414,Taproom,http://www.miskatonicbrewing.com
Mispillion River Brewing,"255 Mullet Run StMilford, DE 19963",(302) 491-6623,Micro,http://www.mispillionriverbrewing.com
Missing Falls Brewery,"540 S Main St Bldg 1 Ste 112Akron, OH 44311-1079",(330) 808-6097,Taproom,
Missing Links Brewery,"891 Evans City RdRenfrew, PA 16053-9209",(724) 996-2948,Brewpub,http://www.missinglinksbrewery.com
Missing Mountain Brewing Company,"2811 Front StCuyahoga Falls, OH 44262",,Brewpub,http://www.missingmountain.com
Mission Brewery,"1441 L StSan Diego, CA 92101-8967",(619) 544-0555,Regional,http://www.missionbrewery.com
Missoula Brewing Company,"200 International DrMissoula, MT 59808",(406) 549-8193,Brewpub,http://www.highlanderbeer.com
Missouri Beer Company,"22 W Industrial DrO Fallon, MO 63366-1926",(636) 294-6672,Micro,http://www.mobeerco.com
Missouri Breaks Brewing,"326 Main StWolf Point, MT 59201-0654",(406) 653-1467,Taproom,http://www.missouribreaksbrewing.com
Mistress Brewing Company,"1802 N Ankeny BlvdAnkeny, IA 50023",(515) 777-2133,Taproom,http://www.mistressbrewing.com
Misty Mountain Brewing & Tap Haus,"625 Chetco Ave, Suite 120Brookings, OR 97415",(541) 813-2599,Brewpub,
Mitten Brewing Co - Northport,"112 W Nagonaba StNorthport, MI 49670-5018",(616) 318-2448,Brewpub,
MoMac Brewing Company,"3228 Academy AvePortsmouth, VA 23703-3203",(757) 383-9572,Taproom,http://www.momacbrewing.com
Moab Brewery,"686 S Main StMoab, UT 84532-2901",(435) 259-6333,Micro,http://www.themoabbrewery.com
Moat Mountain Smoke House and Brewing Co,"3378 White Mountain HighwayNorth Conway, NH 03860-1518",(603) 356-6381,Brewpub,http://www.moatmountain.com
MobCraft Beer,"505 S 5th StMilwaukee, WI 53204-1518",(608) 346-3003,Micro,http://www.mobcraftbeer.com
Mobtown Brewing Co,"4015 Foster AvenueBaltimore, MD 21224",(667) 309-3653,Taproom,http://www.mobtownbrewing.com
Moby Dick Brewing Co.,"16 S Water StNew Bedford, MA 02740-7235",(774) 202-6961,Brewpub,http://www.mobydickbrewing.com
Mockery Brewing,"3501 Delgany StDenver, CO 80216-3617",(303) 953-2058,Taproom,http://Mockerybrewing.com
Moderation Brewing,"103 Maine StBrunswick, ME 04011-2012",12073479918,Taproom,http://www.moderationbrewery.com
Modern Brewery,"5231 Manchester Ave # ESaint Louis, MO 63110-2092",,Micro,http://www.mb314.com
Modern Methods Brewing Company,"125 David Grohl AlleyWarren, OH 44481",(330) 333-1594,Taproom,http://www.modernmethodsbrew.com
Modern Times - The Belmont Fermentorium,"630 SE Belmont StPortland, OR 97214-2372",,Brewpub,
Modern Times - The Dankness Dojo,"832 S Olive StLos Angeles, CA 90014",(619) 546-9694,Brewpub,
Modern Times Barrel House,"3486 Kurtz St # 102San Diego, CA 92110-4429",,Micro,
Modern Times Drinks,"3725 Greenwood StSan Diego, CA 92110-4441",(619) 546-9694,Regional,http://www.moderntimesbeer.com
Modestman Brewing,"100 Main StKeene, NH 03431",(603) 352-7695,Taproom,
Modicum Brewing,"3732 Spooner Ave Ste AAltoona, WI 54720-1097",(715) 895-8585,Taproom,http://www.modicumbrewing.com
Modist Brewing Company,"505 N 3rd StMinneapolis, MN 55401-1201",(763) 354-4627,Micro,http://www.modistbrewing.com
Moeller Brew Barn,"214 W Main StTroy, OH 45373",937-552-9430,Brewpub,
Moeller Brew Barn,"8016 Marion DrMaria Stein, OH 45860-8706",(419) 925-3005,Micro,http://www.moellerbrewbarn.com
Moerlein Lager House,"115 Joe Nuxhall WayCincinnati, OH 45202-4143",(513) 421-2337,Brewpub,http://www.moerleinlagerhouse.com
Mohegan Cafe and Brewery,"213 Water StBlock Island, RI 02807",(401) 466-5911,Brewpub,
Mojave Brewing Company,"107 S. Water St.Henderson, NV 89015",(702) 308-3440,Taproom,http://www.mojave-brewing.com
Moksa Brewing Co,"5860 Pacific StRocklin, CA 95677-3738",(916) 824-1366,Taproom,http://www.moksabrewing.com
Molly Pitcher Brewing Co,"10 E South StCarlisle, PA 17013-3426",(717) 609-0969,Brewpub,http://www.mollypitcher.com
Molly's Pint Brewpub,"12 N 13th StMurphysboro, IL 62966",(618) 967-6267,Taproom,http://www.mollyspint.com
Molly’s Blind Dog Brewery,"4515 W Hundred RdChester, VA 23831",(804)530-9022,Taproom,http://www.mollysbicycleshop.com
Momentum Brewhouse,"28120 Hunters Ridge BlvdBonita Springs, FL 34135",(239) 949-9945,Taproom,http://www.momentumbrewhouse.com
"Monadnock Brewing Company, Inc","78 Cheshire TpkeLangdon, NH 03602-8604",(603) 313-6317,Micro,http://www.monadnockbrewing.com
Monarch Brewing Company,"212 S Independence StMonticello, IL 61856",(217) 631-1141,Brewpub,http://www.monarchbrewingco.com
Monday Night Brewing,"670 Trabert Ave NWAtlanta, GA 30318-4230",(404) 352-7703,Regional,http://www.mondaynightbrewing.com
Monday Night Brewing - Garage,"933 Lee St SWAtlanta, GA 30310",,Micro,
Monhegan Brewing Co.,"1 Boody LaneMonhegan, ME 04852",(207) 975-3958,Taproom,http://www.monheganbrewing.com
Monk's Cellar,"240 Vernon StRoseville, CA 95678-2633",(916) 786-6665,Taproom,http://monkscellar.com
Monka Brewing Company,"17211 15th Ave NEShoreline, WA 98155",,Taproom,
Monkey Town Brewing Company,"287 1st AveDayton, TN 37321-1248",(423) 775-1800,Brewpub,http://www.monkeytownbrewing.com
Monkish Brewing Co,"20311 S Western AveTorrance, CA 90501-1504",(310) 295-2157,Taproom,http://www.monkishbrewing.com
Monkless Belgian Ales,"20750 High Desert Ln Suite 107Bend, OR 97701",(541) 610-5492,Micro,http://www.monkless.com
Monnik Beer Company,"1036 E Burnett AveLouisville, KY 40217-1206",(502) 742-6564,Brewpub,
Monocacy Brewing Co,"1781 N Market StFrederick, MD 21701-4305",(301) 631-0671,Micro,
Montana Brewing Co,"113 N BroadwayBillings, MT 59101-2043",(406) 252-9200,Brewpub,http://www.montanabrewingcompany.com
Montauk Brewing Co,"62 S Erie AveMontauk, NY 11954-5370",(631) 668-8471,Micro,http://www.montaukbrewingco.com
Montavilla Brew Works,"7805 SE Stark StPortland, OR 97215-2339",(503) 954-3440,Taproom,http://www.montavillabrew.com
Montclair Brewery,"101 Walnut StMontclair, NJ 07042-4038",(973) 780-7513,Taproom,http://www.montclairbrewery.com
Monterey Coast Brewing,"165 Main StreetSalinas, CA 93901",(831) 758-2337,Brewpub,http://www.montereycoastbrewing.com
Montgomery Brewing Company,"306 2nd St NWMontgomery, MN 56069-1011",,Taproom,http://www.montgomerybrewing.com
Montross Brewery,"15381 Kings HwyMontross, VA 22520-2746",(804) 452-7394,Taproom,http://www.montrossbrewery.com
Monument City Brewing Co,"1 N Haven St Ste ABaltimore, MD 21224-1614",(410) 599-3008,Micro,http://www.monumentcitybrewing.com
Monumental Beer Works,"2575 U.S. 6 & 50, Unit CGrand Junction, CO 81501",(970) 462-7411,Taproom,
Monzula Farm Brewery / Vineyard 22,"83800 Monzula RdCadiz, OH 43907",(740) 491-7000,Taproom,http://www.vineyard22winery.com
Moo-Duck Brewery,"79 S Wilson AveElizabethtown, PA 17022-2166",,Brewpub,http://www.mooduckbrewery.com
Moody Tongue Brewing Company,"2515 S WABASH AVEChicago, IL 60616-2308",(312) 600-5111,Micro,http://www.moodytongue.com
"Moon Hill Brewing Co., Inc.","74 Parker StGardner, MA 01440-3809",(978) 669-0122,Brewpub,http://www.gardnerale.com
"Moon Hollow Brewing Company
","4237 Prices Fork Rd Ste BBlacksburg, VA 24060",(540) 505-2293,Taproom,http://www.moonhollowbrewing.com
Moon River Brewing Co,"21 W Bay StSavannah, GA 31401-1106",(912) 447-0943,Brewpub,http://www.moonriverbrewing.com
Moon Tower Sudworks,"3004 Canal StHouston, TX 77003-1627",(832) 266-0105,Brewpub,http://www.damngoodfoodcoldassbeer.com
MoonRidge Brewpub,"501 Bridge StCornell, WI 54732-8392",(715) 239-1341,Brewpub,http://www.facebook.com/MoonRidge-Brew-Pub-1501996800095070
Moonlight Pizza,"242 F StSalida, CO 81201-2104",(719)539-4277,Brewpub,http://www.moonlightpizza.biz
Moonraker Brewing Co.,"12970 Earhart Ave Ste 100Auburn, CA 95602-9022",(530) 745-6816,Taproom,http://www.moonrakerbrewing.com
Moonraker Brewing Company (Production Facility),"2349 Rickenbacker WayAuburn, CA 95602",(530) 745-6816,Micro,
Moonrise Brewing Company,"101 Palm Harbor PkwyPalm Coast, FL 32137",(386) 627-8614,Brewpub,http://www.moonrisebrewingcompany.com
Moonshot Brewing,"8804 W Victoria Ave Ste. 140Kennewick, WA 99336",(509) 491-1058,Taproom,http://www.moonshotbrewing.com
Moonshrimp Brewing,"8428 SW 22nd AvePortland, OR 97219-2856",(503) 970-2234,Micro,http://www.moonshrimpbrewing.com
Moontown Brewing,"345 S Bowers StWhitestown, IN 46075",(574) 250-3114,Brewpub,http://www.moontownbeer.com
Moose Lake Brewing Company,"244 Lakeshore DriveMoose Lake, MN 55767",(218) 485-4585,Taproom,http://www.mooselakebrewing.com
More Brewing Co,"126 S Villa AveVilla Park, IL 60181-2653",(773) 320-9950,Brewpub,http://www.morebrewing.com
Morgan Ridge Railwalk Brewery & Eatery,"421 N Lee StSalisbury, NC 28144-4424",(704) 754-8379,Brewpub,http://www.morganridgerailwalk.com
Morgan Ridge Vineyards & Brewhouse,"486 John Morgan RdGold Hill, NC 28071-9758",(704) 639-0911,Brewpub,http://www.morganridgevineyard.com
Morgan Street Brewery,"721 N 2nd StSaint Louis, MO 63102-2518",(314) 231-9970,Brewpub,http://www.morganstreetbrewery.com
Morgan Territory Brewing,"1885 N Macarthur DrTracy, CA 95376-2820",(209) 834-8664,Micro,http://www.morganterritorybrewing.com
Morgantown Brewing Company,"1291 University AveMorgantown, WV 26505",(304) 292-6959,Brewpub,http://www.morgantownbrewing.com
Mortals Key Brewing Company,"4224 E Lake RdJamestown, PA 16134-4524",(724) 932-1080,Brewpub,http://www.mortalskey.com
Mos Eisley Cantina,"1327 SpruceMordor, CO 80302",(123) 123-1234,Micro,
Moscow Brewing Company,"630 N Almon St Ste 130Moscow, ID 83843-9701",(208) 596-4058,Brewpub,http://www.facebook.com/moscowbrewingcompany
Mosinee Brewing Company,"401 4th StMosinee, WI 54455",(715) 693-2739,Taproom,http://www.mosineebrewing.com
Moss Mill Brewing,"109 Pike Cir Ste DHuntingdon Valley, PA 19006-1630",(267) 982-2297,Taproom,http://www.mossmillbrewing.com
Mother Earth Brew Co LLC,"2055 Thibodo Rd Ste HVista, CA 92081-7991",(760) 542-8868,Regional,http://www.motherearthbrewco.com
Mother Earth Brew Co LLC,"1428 Madison Ave Bldg 21KNampa, ID 83687-3038",(760) 599-4225,Micro,
Mother Earth Brewing,"311 N Herritage StKinston, NC 28501-4823",(252) 208-2437,Micro,http://www.motherearthbrewing.com
Mother Road Brewery and Taproom,"1300 East Butler Ave Ste 200Flagstaff, AZ 86001",(928) 774-9139,Micro,http://www.motherroadbeer.com/butler-brewery
Mother Road Brewing Co,"7 S Mikes Pike StFlagstaff, AZ 86001",(928) 774-9139,Micro,http://www.motherroadbeer.com
Mother Stewart's Brewing Co,"109 W North StSpringfield, OH 45504-2546",(937) 717-0618,Taproom,
Mother Tucker Brewery,"2360 E 120th AveThornton, CO 80233-1408",(303) 549-5924,Taproom,http://mothertuckerbrewery.com
Mother Tucker Brewery - Louisville,"1132 W Dillon RoadLouisville, CO 80027",(303) 549-5924,Taproom,
Mother's Brewing Co,"215 S Grant AveSpringfield, MO 65806-2001",(417) 862-0423,Micro,http://www.mothersbrewing.com
MotoSonora Brewing Company,"1015 South Park AvenueTucson, AZ 85719",(520) 416-6686,Taproom,http://www.motosonora.com
Motor City Brewing Works,"470 W Canfield StDetroit, MI 48201-1220",(313) 832-2700,Brewpub,http://www.motorcitybeer.com
Motor City Brewing Works Warehouse,"441 W Canfield StDetroit, MI 48201-1231",,Micro,
Motor Row Brewing,"2337 S Michigan AveChicago, IL 60616-2104",,Taproom,http://www.motorrowbrewing.com
Motorworks Brewing,"1014 9th St WBradenton, FL 34205-7331",(941) 567-6218,Micro,http://www.motorworksbrewing.com
Mount Diablo Brewing Company,"3723 OLD SANTA RITA RD STE 11Pleasanton, CA 94588",,Micro,http://www.mountdiablobrewingco.com
Mount Dora Brewing Co,"405 S Highland StMount Dora, FL 32757-6101",(352) 735-1111,Brewpub,http://www.mountdorabrewing.com
Mount Gretna Craft Brewery,"2701 Horseshoe PikePalmyra, PA 17078-8949",(717) 838-3545,Brewpub,http://www.gretnabrewery.com
Mount Ida Reserve,"5600 Moonlight DrScottsville, VA 24590",(434) 286-4282,Taproom,http://www.mountidareserve.com
Mount Olympus Brewing,"105 West HeronAberdeen, WA 98520",,Brewpub,http://www.mountolympusbrewing.com
Mount Shasta Brewing Co,"360 College AveWeed, CA 96094-2706",(530) 938-2394,Micro,http://www.weedales.com
Mountain Cowboy Brewing Company,"318 5th StFrederick, CO 80530",(303) 952-4433,Brewpub,http://www.mountaincowboybrewing.com
Mountain Fork Brewery,"89 N Lukfata Trail RdBroken Bow, OK 74728-7025",(580) 494-3233,Brewpub,http://www.mountainforkbrewery.com
Mountain Lakes Brewing Company,"164 S Washington St Ste 700Spokane, WA 99201-4349",(503) 348-1733,Taproom,http://www.MountainLakesBrewCo.com
Mountain Layers Brewing Company,"90 Everett StreetBryson City, NC 28713",828-538-0115,Taproom,http://www.mtnlayersbeer.com
Mountain Mike's Pizza,"6580 Hembree LnWindsor, CA 95492",(707) 836-1700,Brewpub,http://https://www.mountainmikespizza.com
Mountain Mike's Pizza,"3125 Cleveland AveSanta Rosa, CA 95403",(707) 836-1700,Brewpub,
Mountain Rambler Brewery,"186 S Main StBishop, CA 93514-3415",(760) 258-1348,Brewpub,http://www.mountainramblerbrewery.com
Mountain State Brewing Co,"1 Nelson BlvdThomas, WV 26292",(304) 463-4500,Micro,http://www.mountainstatebrewing.com
Mountain Sun Pub and Brewery,"1535 Pearl StBoulder, CO 80302-5408",(303) 546-0886,Brewpub,http://www.mountainsunpub.com
Mountain Tap Brewery,"910 Yampa StreetSteamboat Springs, CO 80487",(970) 879-6646,Brewpub,http://www.mountaintapbrewery.com
Mountain Toad Brewing,"900 Washington AveGolden, CO 80401-1047",(720) 638-3244,Taproom,http://mountaintoadbrewing.com
Mountain Town Brewing Co,"3068 Jen's WayMount Pleasant, MI 48858",(989) 400-4666,Brewpub,http://www.mountaintownbrew.com
Mountain Town Station Restaurant & Brew Pub,"506 W Broadway StMt Pleasant, MI 48858-2441",(989) 400-4666,Brewpub,http://www.mountaintownbrew.com
Mountain Valley Brewing,"4220 Mountain Valley RdAxton, VA 24054-2985",(276) 833-2171,Taproom,http://Www.mountainvalleybrewing.com
Mountain View Brewing,"161 Mountain View PlGrants Pass, OR 97527-4607",(541) 441-0314,Micro,
Mountain View Brewing Company,"2332 Walters RdStroudsburg, PA 18360",(570) 619-0053,Taproom,http://www.mountainviewvineyard.com
Mountains Walking,"422 N Plum AveBozeman, MT 59718",(406) 219-3480,Taproom,http://www.mountainswalking.com
Moustache Brewing Co,"400 Hallett Ave Ste ARiverhead, NY 11901-3076",(631) 591-3250,Taproom,http://www.moustachebrewing.com
Moylan's Brewery & Restaurant,"15 Rowland WayNovato, CA 94945-5001",(415) 898-4677,Brewpub,http://www.moylans.com
Mr Dunderbaks Biergarten and Brewery / Dunderbrau Brewing,"14929 Bruce B Downs BlvdTampa, FL 33613-2860",(813) 977-4104,Brewpub,http://www.dunderbaks.ieasysite.com
Mraz Brewing Company,"2222 Francisco Dr Ste 510El Dorado Hills, CA 95762-3766",(916) 934-0744,Micro,http://www.mrazbrewingcompany.com
Mt Lowe Brewing Company,"150 E Saint Joseph StArcadia, CA 91006-2851",(626) 244-7593,Taproom,http://www.mtlowebrewing.com
Mt Tabor Brewing Co,"124 SE 11th AvePortland, OR 97214-1354",(360) 567-8199,Micro,http://www.mttaborbrewing.com
Mt. Carmel Brewing Co,"4362 Mount Carmel Tobasco RdCincinnati, OH 45244-2338",(513) 240-2739,Micro,
Mt. Hood Brewing Co.,"87304 E Government Camp LoopGovernment Camp, OR 97028",(503) 272-3272,Brewpub,http://www.mthoodbrewing.com
Mt. Rushmore Brewing Company,"140 Mt Rushmore RdCuster, SD 57730-1829",,Brewpub,http://www.mtrushmorebrewing.com
Muckraker Beermaker,"12 Cork Hill Road Bldg 2Franklin, NJ 07416",(201) 562-2868,Taproom,
Mucky Duck Brewery ,"4019 S Main StAkron, OH 44319-3668",(330) 644-5444,Brewpub,
